memorialis_naam,naam,QID,Facebook_ID,social media followers,image,commons_category,LinkedIn_ID,Twitter_username,geboortejaar,sterfjaar,911    1,naam alternatief,681   ,902   ,903   ,viaf id,Column 1,035   ,035    1,670   ,375   ,900   ,901   ,920   ,046   ,905   ,COR   ,911   ,912   ,910   ,85642 ,906   ,5001  ,904   ,000   ,678   ,8564  ,1101  ,5102  ,4101  ,908   ,599   ,856   ,998   ,4102  
"Vleminckx, Kris",Kris Vleminckx,Q88227306,,,,,,,1965,,faculteit Wetenschappen$$gWE$$s2007$$tunknown$$,,$$aBiologie,,,,000005887 ,$$a(biblio)801001296827,$$a(biblio)801001296827,$$aEerste vermelding Studiegids 2007-08,$$aman,,,$$apersoon,$$f19650821$$gunknown$$s2007$$tunknown,,"$$aVleminckx, Kris$$d1965-$$0NIV2016$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2007$$tunknown$$ihoofddocent$$0mem10:000006034,,$$avakgroep Pediatrie en Genetica$$gGE02$$0mem10:000006071,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/887/000005887-01.jpg,,,,,,,,,,,,,,
"Vlerick, Peter",Peter Vlerick,Q87865253,,,,,,,1966,,faculteit Psychologie en Pedagogische Wetenscha,,$$aPsychologische en Pedagogische Wetenschappen,,,288687378,000005888 ,$$a(viaf)288687378,$$a,$$aEerste vermelding Studiegids 1997-98,$$aman,,,$$apersoon,$$f19660922$$gunknown$$s1997$$tunknown,,"$$aVlerick, Peter$$0ZZZ",$$afaculteit Psychologie en Pedagogische Wetenschappen$$gPP$$s2010$$tunknown$$ihoofddocent$$0mem10:000006170,,"$$avakgroep Personeelsbeleid, Arbeids- en Organisatiepsychologie$$gPP09$$0mem10:000006186",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/888/000005888-01.jpg,,,,,,,,,,,,,,
"Voet, Dirk",Dirk Voet,Q55232931,,,,,,,1949,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,285167438,000005889 ,$$a(viaf)285167438,$$a,$$aEerste vermelding Studiegids 1994-95,$$aman,,,$$apersoon,$$f19490202$$gunknown$$s1994$$t20141001,,"$$aVoet, Dirk$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2004$$tunknown$$ihoofddocent$$0mem10:000006060,,$$avakgroep Inwendige Ziekten$$gGE01$$0mem10:000006070,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/889/000005889-01.jpg,,,,,,,,,,,,,,
"Vogelaers, Dirk",Dirk Vogelaers,Q87756139,,,,,,,1955,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,,000005891 ,$$a(biblio)801000461314,$$a(biblio)801000461314,$$aEerste vermelding Studiegids 2000-01,$$aman,,,$$apersoon,$$f19551014$$gunknown$$s2000$$tunknown,,"$$aVogelaers, Dirk$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2006$$tunknown$$ihoofddocent$$0mem10:000006060,,$$avakgroep Inwendige Ziekten$$gGE01$$0mem10:000006070,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/891/000005891-01.jpg,,,,,,,,,,,,,,
"Volckaert, Filip",Filip A M Volckaert,Q95947987,,,,,,,,,faculteit Bio-Ingenieurswetenschappen$$gBW$$s20,,$$aToegepaste Biologische Wetenschappen,,,,000005893 ,$$a(biblio),$$a(biblio),$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$funknown$$gunknown$$sunknown$$tunknown,,,$$afaculteit Bio-Ingenieurswetenschappen$$gBW$$s2002$$t2004$$igastdocent$$0mem10:000006188,,$$avakgroep Dierlijke Productie$$gBW13$$0mem10:000006205,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/893/000005893-01.jpg,,,,,,,,,,,,,,
"Voorhoof, Dirk",Dirk Voorhoof,Q55232271,,,,,,,1956,,faculteit Recht en Criminologie$$gRE$$s19901001,,"$$aPolitieke, Sociale en Communicatiewetenschappen",,,64294303,000005898 ,$$a(viaf)64294303,$$a,$$aEerste vermelding Studiegids 1991-92,$$aman,,,$$apersoon,$$f19560101$$gunknown$$s1990$$tunknown,,,$$afaculteit Recht en Criminologie$$gRE$$s19901001$$tunknown$$idocent$$0mem10:000006010,$$avakgroep Communicatiewetenschappen$$gPS01$$s2014$$t2015$$ivoorzitter$$0mem10:000006223,"$$avakgroep Europees, Publiek- en Internationaal Recht$$gRE22$$0mem10:000006025",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/898/000005898-01.jpg,,,,,,,,,,,,,,
"Vranckx, An",An Vranckx,Q59534334,,,,,,,1966,,faculteit Politieke en Sociale Wetenschappen$$g,,"$$aPolitieke, Sociale en Communicatiewetenschappen",,,282008899,000005903 ,$$a(viaf)282008899,$$a,$$aEerste vermelding Studiegids 2006-07,$$avrouw,,,$$apersoon,$$f19660708$$gunknown$$sunknown$$tunknown,,"$$aVranckx, An$$0ZZZ",$$afaculteit Politieke en Sociale Wetenschappen$$gPS$$s2006$$tunknown$$igastdocent$$0mem10:000006217,,$$avakgroep Conflict- en Ontwikkelingsstudies$$gPS05$$0mem10:000006227,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/903/000005903-01.jpg,,,,,,,,,,,,,,
"Vuylsteke, Marnik",Marnik Vuylsteke,Q55233442,,,,,,,1965,,faculteit Wetenschappen$$gWE$$s2009$$tunknown$$,,$$aBiologie,,,212344477,000005908 ,$$a(viaf)212344477,$$a,$$aEerste vermelding Studiegids 2009-10,$$aman,,,$$apersoon,$$f19650106$$gunknown$$s2009$$tunknown,,"$$aVuylsteke, Marnik$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2009$$tunknown$$ihoofddocent$$0mem10:000006034,,$$avakgroep Plantenbiotechnologie en Bio-Informatica$$gWE09$$0mem10:000006053,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/908/000005908-01.jpg,,,,,,,,,,,,,,
"Vyncke, Patrick",Patrick Vyncke,Q55232864,,,,,,,1964,,faculteit Politieke en Sociale Wetenschappen$$g,,"$$aPolitieke, Sociale en Communicatiewetenschappen",,,148515022,000005912 ,$$a(viaf)148515022,$$a,$$aEerste vermelding Studiegids 1994-95,$$aman,,,$$apersoon,$$f19640109$$gunknown$$s1994$$tunknown,,"$$aVyncke, Patrick$$0ZZZ",$$afaculteit Politieke en Sociale Wetenschappen$$gPS$$s2000$$tunknown$$ihoofddocent$$0mem10:000006217,,$$avakgroep Communicatiewetenschappen$$gPS01$$0mem10:000006223,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/912/000005912-01.jpg,,,,,,,,,,,,,,
"Vyt, André",André Vyt,Q55232144,,,,,,,1961,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aBewegings- en Sportwetenschappen,,,29848747,000005913 ,$$a(viaf)29848747,$$a,$$aEerste vermelding Studiegids 2006-07,$$aman,,,$$apersoon,$$f19610606$$gunknown$$sunknown$$tunknown,,"$$aVyt, André$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2006$$t2010$$igastdocent$$0mem10:000006060,,$$avakgroep Revalidatiewetenschappen en Kinesitherapie$$gGE24$$0mem10:000006098,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/913/000005913-01.jpg,,,,,,,,,,,,,,
"Vyverman, Wim",Wim Vyverman,Q21611923,,,,,wim-vyverman-0521337a,,1963,,faculteit Wetenschappen$$gWE$$s2011$$tunknown$$,,$$aBiologie,,,313308967,000005914 ,$$a(viaf)313308967,$$a,$$aEerste vermelding Studiegids 1995-96,$$aman,,,$$apersoon,$$f19630421$$gunknown$$s1995$$tunknown,,"$$aVyverman, Wim$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2011$$tunknown$$igewoon hoogleraar$$0mem10:000006034,,$$avakgroep Biologie$$gWE11$$0mem10:000006056,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/914/000005914-01.jpg,,,,,,,,,,,,,,
"Wadman, Wytse",Wytse Wadman,Q55232157,,,,,,,1951,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,285813341,000005915 ,$$a(viaf)285813341,$$a,$$aEerste vermelding Studiegids 2006-07,$$aman,,,$$apersoon,$$f19511208$$gunknown$$sunknown$$tunknown,,"$$aWadman, Wytse$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2006$$tunknown$$igastdocent$$0mem10:000006060,,$$avakgroep Inwendige Ziekten$$gGE01$$0mem10:000006070,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/915/000005915-01.jpg,,,,,,,,,,,,,,
"Waege, Hans",Hans Waege,Q55233522,,,,,,,1968,,faculteit Politieke en Sociale Wetenschappen$$g,,"$$aPolitieke, Sociale en Communicatiewetenschappen",,,16547588,000005916 ,$$a(viaf)16547588,$$a,$$aEerste vermelding Studiegids 1998-99,$$aman,,,$$apersoon,$$f19680407$$gunknown$$s1998$$tunknown,,"$$aWaege, Hans$$0ZZZ",$$afaculteit Politieke en Sociale Wetenschappen$$gPS$$s2006$$tunknown$$ihoofddocent$$0mem10:000006217,,$$avakgroep Sociologie$$gPS04$$0mem10:000006226,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/916/000005916-01.jpg,,,,,,,,,,,,,,
"Wagemans, Cyriel",Cyriel Wagemans,Q55232675,,,,,,,1945,,Universiteit Gent$$s2010$$iemeritus,"Wagemans, Cyrillus",$$aFysica en Sterrenkunde,,,1647547,000005918 ,$$a(viaf)1647547,$$a,$$aEerste vermelding Studiegids 2001-02,$$aman,,,$$apersoon,$$f19450105$$gunknown$$s2001$$t2010,$$aKoninklijk Atheneum Turnhout$$d1956-1962,"$$aWagemans, Cyrillus$$d1945-$$0ZZZ",$$aUniversiteit Gent$$s2010$$iemeritus,,$$avakgroep Fysica en Sterrenkunde$$gWE05$$0mem10:000006049,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/918/000005918-01.jpg,"$$aUGent, Licenciaat Natuurkunde$$d1962-1966","$$aJachowicz, Natalie$$d1974-$$ivoorganger van$$0mem10:000004525",,,,,,,,,,,,
"Walraet, Anne",Anne Walraet,Q55232789,,,,,,,1954,,faculteit Politieke en Sociale Wetenschappen$$g,,"$$aPolitieke, Sociale en Communicatiewetenschappen",,,16591968,000005919 ,$$a(viaf)16591968,$$a,$$aEerste vermelding Studiegids 1999-00,$$avrouw,,,$$apersoon,$$f19540523$$gunknown$$s1999$$t20151001,,"$$aWalraet, Anne$$0ZZZ",$$afaculteit Politieke en Sociale Wetenschappen$$gPS$$s2007$$tunknown$$ihoofddocent$$0mem10:000006217,$$avakgroep Studie van de Derde Wereld$$gPS05V$$s2000$$t2014$$ivoorzitter$$0mem10:000006227,$$avakgroep Conflict- en Ontwikkelingsstudies$$gPS05$$0mem10:000006227,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/919/000005919-01.jpg,,,,,,,,,,,,,,
"Walraevens, Kristine",Kristine Walraevens,Q60061772,,,,,,,1958,,faculteit Wetenschappen$$gWE$$s2000$$tunknown$$,,$$aAardwetenschappen en geografie,,,,000005921 ,$$a(biblio)801000521433,$$a(biblio)801000521433,$$aEerste vermelding Studiegids 1997-98,$$avrouw,,,$$apersoon,$$f19581005$$gunknown$$s1997$$tunknown,,"$$aWalraevens, Kristine$$d1958-$$0NIV2016$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2000$$tunknown$$ihoofddocent$$0mem10:000006034,,$$avakgroep Geologie en Bodemkunde$$gWE13$$0mem10:000006058,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/921/000005921-01.jpg,,,,,,,,,,,,,,
"Waroquier, Michel",Michel Waroquier,Q55233550,,,,,,,1946,,faculteit Wetenschappen$$gWE$$s2006$$tunknown$$,,$$aFysica en Sterrenkunde,,,311391882,000005922 ,$$a(viaf)311391882,$$a,$$aEerste vermelding Studiegids 1997-98,$$aman,,,$$apersoon,$$f19461113$$gunknown$$s1997$$t20121001,,"$$aWaroquier, Michel$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2006$$tunknown$$igewoon hoogleraar$$0mem10:000006034,,$$avakgroep Fysica en Sterrenkunde$$gWE05$$0mem10:000006049,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/922/000005922-01.jpg,,,,,,,,,,,,,,
"Wastiels, Jan",Jan Wastiels,Q55233594,,,,,,,1951,,faculteit Wetenschappen$$gWE$$s2008$$tunknown$$,,$$aAardwetenschappen en geografie,,,313536737,000005923 ,$$a(viaf)313536737,$$a,$$aEerste vermelding Studiegids 2008-09,$$aman,,,$$apersoon,$$f19510112$$gunknown$$sunknown$$tunknown,,"$$aWastiels, Jan$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2008$$tunknown$$igastdocent$$0mem10:000006034,,$$avakgroep Geologie en Bodemkunde$$gWE13$$0mem10:000006058,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/923/000005923-01.jpg,,,,,,,,,,,,,,
"Watelet, Jean-Baptiste",Jean-Baptiste Watelet,Q115625247,,,,,,,1967,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aInwendige Ziekten,,,232740548,000005924 ,$$a(viaf)232740548,$$a,$$aEerste vermelding Studiegids 2007-08,$$aman,,,$$apersoon,$$f19670816$$gunknown$$s2007$$tunknown,,"$$aWatelet, Jean-Baptiste$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2007$$tunknown$$idocent$$0mem10:000006060,,"$$avakgroep Neus-, Keel- en Oorheelkunde$$gGE19$$0mem10:000006092",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/924/000005924-01.jpg,,,,,,,,,,,,,,
"Waterschoot, Werner",Werner Waterschoot,Q55233545,,,,,,,1941,,Universiteit Gent$$s2007$$iemeritus,,$$aGermaanse Taal- en Letterkunde,,,88063661,000005925 ,$$a(viaf)88063661,$$a,$$aEerste vermelding Studiegids 1992-93,$$aman,,,$$apersoon,$$f19410708$$gunknown$$s1992$$t2007,,,$$aUniversiteit Gent$$s2007$$iemeritus,,$$avakgroep Nederlandse Literatuur$$gLW10$$0mem10:000005992,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/925/000005925-01.jpg,,,,,,,,,,,,,,
"Weber, Erik",Erik Weber,,,,,,,,1964,,faculteit Letteren en Wijsbegeerte$$gLW$$s2008$,,$$aWijsbegeerte en Moraalwetenschap,,,51110986,000005927 ,$$a(viaf)51110986,$$a,$$aEerste vermelding Studiegids 1997-98,$$aman,,,$$apersoon,$$f19640904$$gunknown$$s1997$$tunknown,,"$$aWeber, Erik$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2008$$tunknown$$ihoogleraar$$0mem10:000005974,$$avakgroep Wijsbegeerte en Moraalwetenschap$$gLW01$$s2009$$tunknown$$ivoorzitter$$0mem10:000005980,$$avakgroep Wijsbegeerte en Moraalwetenschap$$gLW01$$0mem10:000005980,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/927/000005927-01.jpg,,,,,,,,,,,,,,
"Weiermann, André",André Weiermann,Q55232490,,,,,,,1964,,faculteit Wetenschappen$$gWE$$s2011$$tunknown$$,"Weiermann, Andreas G.","$$aWiskunde, Toegepaste Wiskunde en Informatica",,,317142000,000005928 ,$$a(viaf)317142000,$$a,$$aEerste vermelding Studiegids 2006-07,$$aman,,,$$apersoon,$$f19640229$$gunknown$$s2006$$tunknown,,"$$aWeiermann, Andreas$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2011$$tunknown$$ihoogleraar$$0mem10:000006034,,$$avakgroep Wiskunde$$gWE01$$0mem10:000006045,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/928/000005928-01.jpg,,,,,,,,,,,,,,
"Wens, Maria",Maria Wens,,,,,,,,,1988,Universiteit Gent$$s19851001$$iemeritus,,$$aPsychologische en Pedagogische Wetenschappen,,,290360703,000005931 ,$$a(viaf)290360703,$$a,$$aEerste vermelding Studiegids 1970-71,$$avrouw,,,$$apersoon,$$funknown$$g19881129$$s1970$$t19851001,,"$$aWens, Maria$$dunknown-1988$$0ZZZ",$$aUniversiteit Gent$$s19851001$$iemeritus,$$aLaboratorium voor orthopedagogiek en ortho-agogiek$$s1970$$t1985$$idirecteur-diensthoofd$$0mem10:000008470,$$afaculteit Psychologie en Pedagogische Wetenschappen$$gPP$$0mem10:000006170,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/931/000005931-01.jpg,,,,,,,,,,,,,,
"Werbrouck, Stefaan",Stefaan Werbrouck,,,,,,,,1964,,faculteit Bio-Ingenieurswetenschappen$$gBW$$s20,,$$aToegepaste Biologische Wetenschappen,,,246731545,000005932 ,$$a(viaf)246731545,$$a,$$aEerste vermelding Studiegids 2010-11,$$aman,,,$$apersoon,$$f19641225$$gunknown$$sunknown$$tunknown,,"$$aWerbrouck, Stefaan$$0ZZZ",$$afaculteit Bio-Ingenieurswetenschappen$$gBW$$s2010$$tunknown$$igastdocent$$0mem10:000006188,,$$avakgroep Toegepaste Biowetenschappen$$gBW15$$0mem10:000006207,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/932/000005932-01.jpg,,,,,,,,,,,,,,
"Weyne, Jaak",Jaak Weyne,Q55233525,,,,,,,1940,,Universiteit Gent$$s2004$$iemeritus,,$$aMedische Basiswetenschappen,,,280834444,000005934 ,$$a(viaf)280834444,$$a,$$aEerste vermelding Studiegids 1973-74,$$aman,,,$$apersoon,$$f19400510$$gunknown$$s1972$$t2004,,,$$aUniversiteit Gent$$s2004$$iemeritus,$$avakgroep Fysiologie en Fysiopathologie$$gGE08$$s1995$$t2004$$ivoorzitter$$0mem10:000006077,$$avakgroep Fysiologie en Fysiopathologie$$gGE08$$0mem10:000006077,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/934/000005934-01.jpg,,,,,,,,,,,,,,
"Wille, Patrick",Patrick Wille,Q55233239,,,,,,,1954,,faculteit Recht en Criminologie$$gRE$$s2003$$tu,,$$aRecht,,,277879032,000005939 ,$$a(viaf)277879032,$$a,$$aEerste vermelding Studiegids 2003-04,$$aman,,,$$apersoon,$$f19540107$$gunknown$$sunknown$$tunknown,,"$$aWille, Patrick$$0ZZZ",$$afaculteit Recht en Criminologie$$gRE$$s2003$$tunknown$$igastdocent$$0mem10:000006010,,$$avakgroep Publiekrecht en Belastingrecht$$gRE10$$0mem10:000006029,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/939/000005939-01.jpg,,,,,,,,,,,,,,
"Willemen, Charles",Charles Willemen,Q2100768,,,,,,,1941,,Universiteit Gent$$s2007$$iemeritus,,$$aAndere Taal- en Letterkunde,,,64031097,000005942 ,$$a(viaf)64031097,$$a,$$aEerste vermelding Studiegids 1981-82,$$aman,,,$$apersoon,$$f19411017$$gunknown$$s1980$$t2007,,,$$aUniversiteit Gent$$s2007$$iemeritus,$$aSeminarie voor Japanse taal en cultuur$$s1988$$t1992$$idirecteur-diensthoofd$$0mem10:000008443,$$avakgroep Talen en Culturen van Zuid en Oost-Azië$$gLW15$$0mem10:000005998,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/942/000005942-01.jpg,,,,,,,,,,,,,,
"Willems, Anne",Anne Willems,Q51744551,,,,,,,1963,,faculteit Wetenschappen$$gWE$$s2005$$tunknown$$,,$$aBiologie,,,,000005943 ,$$aNIV,$$aNIV,$$aEerste vermelding Studiegids 2005-06,$$avrouw,,,$$apersoon,$$f19630325$$gunknown$$s2005$$tunknown,,"$$aWillems, Anne$$d1963-$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2005$$tunknown$$ihoofddocent$$0mem10:000006034,,$$avakgroep Biochemie en Microbiologie$$gWE10$$0mem10:000006054,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/943/000005943-01.jpg,,,,,,,,,,,,,,
"Willems, Dominique",Dominique Willems,,,,,,,,1948,,faculteit Letteren en Wijsbegeerte$$gLW$$s19891,,$$aRomaanse Taal- en Letterkunde,,,22157288,000005944 ,$$a(viaf)22157288,$$a,$$aEerste vermelding Studiegids 1980-81,$$avrouw,,,$$apersoon,$$f19480317$$gunknown$$s1979$$t20121001,,"$$aWillems, Dominique$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s19891001$$tunknown$$igewoon hoogleraar$$0mem10:000005974,$$aSeminarie voor Franse taalkunde$$s1980$$t1992$$idirecteur-diensthoofd$$0mem10:000008388,$$avakgroep Taalkunde$$gLW06$$0mem10:000005986,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/944/000005944-01.jpg,,,,,,,,,,,,,,
"Willems, Jan",Jan Willems,,,,,,,,,,Universiteit Gent$$s2004$$iemeritus,,$$aAndere Medische Disciplines,,,,000005946 ,$$a(biblio),$$a(biblio),$$aEerste vermelding Studiegids 2002-03,$$aman,,,$$apersoon,$$funknown$$gunknown$$s2002$$t2004,,,$$aUniversiteit Gent$$s2004$$iemeritus,,$$avakgroep Maatschappelijke Gezondheidkunde$$gGE12$$0mem10:000006084,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/946/000005946-01.jpg,,,,,,,,,,,,,,
"Willems, Klaas",Klaas Willems,,,,,,,,1965,,faculteit Letteren en Wijsbegeerte$$gLW$$s2010$,,$$aGermaanse Taal- en Letterkunde,,,47014777,000005947 ,$$a(viaf)47014777,$$a,$$aEerste vermelding Studiegids 1998-99,$$aman,,,$$apersoon,$$f19650828$$gunknown$$s1998$$tunknown,,"$$aWillems, Klaas$$0ZZZ",$$afaculteit Letteren en Wijsbegeerte$$gLW$$s2010$$tunknown$$igewoon hoogleraar$$0mem10:000005974,$$avakgroep Duits$$gLW12$$s2007$$t2011$$ivoorzitter$$0mem10:000005994,$$avakgroep Taalkunde$$gLW06$$0mem10:000005986,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/947/000005947-01.jpg,,,,,,,,,,,,,,
"Willems, Michel",Michel Willems,,,,,,,,,1998,faculteit Ingenieurswetenschappen en Architectu,"Willems, Michel Urbain M. A.","$$aEconomie, Bedrijfseconomie en Management",,,39276327,000005948 ,$$a(viaf)39276327,$$a,$$aEerste vermelding Studiegids 1973-74,$$aman,,,$$apersoon,$$funknown$$g19980925$$s1972$$t1995,,,$$afaculteit Ingenieurswetenschappen en Architectuur$$gEA$$s19900401$$t1995$$ihoogleraar$$0mem10:000006102,,$$afaculteit Ingenieurswetenschappen en Architectuur$$gEA$$0mem10:000006102,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/948/000005948-01.jpg,,,,,,,,,,,,,,
"Witlox, Frank",Frank Witlox,Q55232964,,,,,,,1967,,faculteit Wetenschappen$$gWE$$s2009$$tunknown$$,,$$aAardwetenschappen en geografie,,,45993756,000005951 ,$$a(viaf)45993756,$$a,$$aEerste vermelding Studiegids 2001-02,$$aman,,,$$apersoon,$$f19670908$$gunknown$$s2001$$tunknown,,"$$aWitlox, Frank$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2009$$tunknown$$ihoogleraar$$0mem10:000006034,,$$avakgroep Geografie$$gWE12$$0mem10:000006057,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/951/000005951-01.jpg,,,,,,,,,,,,,,
"Witten, Paul",Paul Eckhard Witten,Q90681137,,,,,,,1960,,faculteit Wetenschappen$$gWE$$s2009$$tunknown$$,"Witten, Paul Eckhard",$$aBiologie,,,306474156,000005953 ,$$a(viaf)306474156,$$a,$$aEerste vermelding Studiegids 2009-10,$$aman,$$aHamburg$$cDuitsland,,$$apersoon,$$f19600701$$gunknown$$sunknown$$tunknown,,"$$aWitten, Paul$$d1960-$$0ZZZ",$$afaculteit Wetenschappen$$gWE$$s2009$$tunknown$$igastdocent$$0mem10:000006034,,$$avakgroep Biologie$$gWE11$$0mem10:000006056,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/953/000005953-01.jpg,,,,,,,,,,,,,,
"Wittevrongel, Sabine",Sabine Wittevrongel,Q55233275,,,,,,,1969,,faculteit Ingenieurswetenschappen en Architectu,,"$$aWiskunde, Toegepaste Wiskunde en Informatica",,,102620151,000005954 ,$$a(viaf)102620151,$$a,$$aEerste vermelding Studiegids 2002-03,$$avrouw,,,$$apersoon,$$f19690515$$gunknown$$s2002$$tunknown,,"$$aWittevrongel, Sabine$$0ZZZ",$$afaculteit Ingenieurswetenschappen en Architectuur$$gEA$$s2006$$tunknown$$ihoofddocent$$0mem10:000006102,,$$avakgroep Telecommunicatie en Informatieverwerking$$gEA07$$0mem10:000006114,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/954/000005954-01.jpg,,,,,,,,,,,,,,
"Witvrouw, Erik",Erik Witvrouw,Q55233030,,,,,,,1965,,faculteit Geneeskunde en Gezondheidswetenschapp,,$$aBewegings- en Sportwetenschappen,,,287229083,000005955 ,$$a(viaf)287229083,$$a,$$aEerste vermelding Studiegids 1999-00,$$aman,,,$$apersoon,$$f19650217$$gunknown$$s1999$$tunknown,,"$$aWitvrouw, Erik$$0ZZZ",$$afaculteit Geneeskunde en Gezondheidswetenschappen$$gGE$$s2009$$tunknown$$ihoogleraar$$0mem10:000006060,$$avakgroep Revalidatiewetenschappen en Kinesitherapie$$gGE24$$s2010$$t2013$$ivoorzitter$$0mem10:000006098,$$avakgroep Revalidatiewetenschappen en Kinesitherapie$$gGE24$$0mem10:000006098,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/955/000005955-01.jpg,,,,,,,,,,,,,,
"Wouters, Mia",Mia Wouters,Q55232821,,,,,,,1956,,faculteit Recht en Criminologie$$gRE$$s2009$$tu,,$$aRecht,,,105065695,000005957 ,$$a(viaf)105065695,$$a,$$aEerste vermelding Studiegids 2009-10,$$avrouw,,,$$apersoon,$$f19560102$$gunknown$$sunknown$$tunknown,,"$$aWouters, Mia$$0ZZZ",$$afaculteit Recht en Criminologie$$gRE$$s2009$$tunknown$$igastdocent$$0mem10:000006010,,$$avakgroep Internationaal Publiekrecht$$gRE06$$0mem10:000006026,$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/957/000005957-01.jpg,,,,,,,,,,,,,,
"Wright, Douglas",Douglas Wright,,,,,,,,1952,,faculteit Economie en Bedrijfskunde$$gEB$$s2009,"Wright, Douglas Mike","$$aEconomie, Bedrijfseconomie en Management",,,,000005959 ,$$a(biblio)802000655794,$$a(biblio)802000655794,$$aEerste vermelding Studiegids 2009-10,$$aman,,,$$apersoon,$$f19520411$$gunknown$$sunknown$$tunknown,,"$$aWright, Douglas$$0ZZZ",$$afaculteit Economie en Bedrijfskunde$$gEB$$s2009$$tunknown$$igastdocent$$0mem10:000006129,,"$$avakgroep Innovatie, Ondernemerschap en Dienstenmanagement$$gEB09$$0mem10:000006148",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/959/000005959-01.jpg,,,,,,,,,,,,,,
"Wylleman, Annelies",Annelies Wylleman,Q55233164,,,,,,,1963,,faculteit Recht en Criminologie$$gRE$$s2008$$tu,,$$aRecht,,,24031666,000005961 ,$$a(viaf)24031666,$$a,$$aEerste vermelding Studiegids 1999-00,$$avrouw,,,$$apersoon,$$f19630318$$gunknown$$s1999$$tunknown,,"$$aWylleman, Annelies$$0ZZZ",$$afaculteit Recht en Criminologie$$gRE$$s2008$$tunknown$$ihoofddocent$$0mem10:000006010,,"$$avakgroep Metajuridica, Privaat- en Ondernemingsrecht$$gRE21$$0mem10:000006016",$$uhttp://lib.ugent.be/fulltxt/MEM10/000/005/961/000005961-01.jpg,,,,,,,,,,,,,,
